Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL,Year
2014-09-03,Girls Chase Boys,Ingrid Michaelson,33,48.0,33,10.0,,2014
2019-02-06,Girls Have Fun,Tyga| G-Eazy & Rich The Kid,31,31.0,1,,,2019
2020-08-19,Girls In The Hood,Megan Thee Stallion,46,9.0,3,,https://charts-static.billboard.com/img/2019/01/megan-thee-stallion-dkc-180x180.jpg,2020
2011-12-14,Girls Just Want To Have Fun,Glee Cast,31,31.0,1,,,2011
2015-12-16,Girls Just Want To Have Fun,Madi Davis,13,13.0,1,,,2015
2020-05-13,Girls Like Me,Martina McBride,17,17.0,1,,,2020
2019-04-10,Girls Like You,Maroon 5 Featuring Cardi B,45,44.0,1,45.0,,2019
2016-08-03,Girls Talk Boys,5 Seconds Of Summer,13,13.0,1,,,2016
2021-09-15,Girls Want Girls,Drake Featuring Lil Baby,34,34.0,1,,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg,2021
2005-02-16,Give A Little Bit,Goo Goo Dolls,47,49.0,27,4.0,,2005
2010-09-01,Give A Little More,Maroon 5,44,44.0,1,,,2010
2022-03-23,Give Heaven Some Hell,HARDY,21,12.0,12,3.0,https://charts-static.billboard.com/img/2018/11/hardy-zl2-180x180.jpg,2022
2008-05-14,Give It 2 Me,Madonna,21,21.0,1,,,2008
2013-11-06,Give It 2 U,Robin Thicke Featuring Kendrick Lamar,46,39.0,17,10.0,,2013
2013-06-05,Give It All We Got Tonight,George Strait,50,36.0,36,15.0,,2013
2006-10-25,Give It Away,George Strait,47,24.0,24,2.0,,2006
2007-09-26,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,44,54.0,1,22.0,,2007
2010-01-13,Give It Up To Me,Shakira Featuring Lil Wayne,45,44.0,19,8.0,,2010
2012-02-29,Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,32,6.0,6,3.0,,2012
2014-05-07,Give Me Back My Hometown,Eric Church,40,36.0,27,14.0,,2014
2012-01-18,Give Me Everything,Pitbull Featuring Ne-Yo| Afrojack & Nayer,47,43.0,2,41.0,https://charts-static.billboard.com/img/2011/04/pitbull-zjw-givemeeverything-vg5-180x180.jpg,2012
2024-02-14,Give Me One Reason,Tracy Chapman,15,15.0,1,,https://charts-static.billboard.com/img/2011/08/tracy-chapman-5yi-givemeonereason-faq-180x180.jpg,2024
2012-10-10,Give Your Heart A Break,Demi Lovato,40,41.0,21,26.0,,2012
2012-10-17,Give Your Heart A Break,Glee Cast,40,40.0,1,,,2012
2010-04-28,Gives You Hell,Glee Cast,14,14.0,1,,,2010
2009-06-24,Gives You Hell,The All-American Rejects,44,36.0,2,32.0,,2009
2012-07-25,Glad You Came,The Wanted,47,40.0,2,26.0,,2012
2021-07-21,Glad You Exist,Dan + Shay,26,27.0,11,6.0,https://charts-static.billboard.com/img/2021/02/dan-shay-rcl-gladyouexist-zjc-180x180.jpg,2021
2007-08-22,Glamorous,Fergie Featuring Ludacris,42,35.0,1,28.0,,2007
2022-08-03,Glimpse Of Us,Joji,46,39.0,4,,https://charts-static.billboard.com/img/2022/06/joji-77h-glimpseofus-xra-180x180.jpg,2022
2022-11-02,Glitch,Taylor Swift,10,10.0,1,,,2022
2010-02-17,Glitter In The Air,P!nk,8,8.0,1,,,2010
2023-07-12,Gloria,Laura Branigan,41,41.0,2,,,2023
2019-04-17,Gloria,The Lumineers,31,31.0,1,,,2019
2017-12-06,Glorious,Macklemore Featuring Skylar Grey,45,31.0,13,,,2017
2015-03-11,Glory,Common & John Legend,12,46.0,12,2.0,,2015
2014-03-12,Glory And Gore,Lorde,30,50.0,30,2.0,,2014
2020-12-30,Gnat,Eminem,31,31.0,1,,,2020
2016-06-01,Go Ahead And Break My Heart,Blake Shelton Featuring Gwen Stefani,32,12.0,12,2.0,,2016
2021-03-03,Go Crazy,Chris Brown & Young Thug,35,17.0,11,,,2021
2016-11-16,Go Cubs Go,Steve Goodman,49,49.0,1,,,2016
2004-12-15,Go D.J.,Lil Wayne,44,41.0,38,7.0,,2004
2012-08-01,Go Get It,T.I.,29,29.0,1,,,2012
2007-05-30,Go Getta,Young Jeezy Featuring R. Kelly,44,42.0,13,14.0,,2007
2007-12-19,Go Girl,Pitbull Featuring Trina & Young Bo$$,46,50.0,46,2.0,,2007
2008-10-01,Go Hard,DJ Khaled Featuring Kanye West & T-Pain,35,35.0,1,,,2008
2015-04-22,Go Hard Or Go Home,Wiz Khalifa & Iggy Azalea,50,27.0,2,,,2015
2024-05-15,Go Home W U,Keith Urban & Lainey Wilson,20,20.0,1,,https://charts-static.billboard.com/img/2024/05/keith-urban-ere-gohomewu-s0v-180x180.jpg,2024
2017-03-22,Go Off,Lil Uzi Vert| Quavo & Travis Scott,41,41.0,1,,,2017
2017-12-27,Go Rest High On That Mountain,Red Marlow,26,26.0,1,,,2017
2015-12-16,Go Rest High On That Mountain,Shelby Brown,42,42.0,1,,,2015
2025-09-24,Go Rest High On That Mountain,Vince Gill,25,25.0,1,,https://charts-static.billboard.com/img/1984/02/vince-gill-ppl-180x180.jpg,2025
2025-09-24,Go Rest High On That Mountain (Extended Version),Vince Gill,13,13.0,1,,,2025
2022-04-06,Go The Distance,Peyton Parrish,22,22.0,1,,https://charts-static.billboard.com/img/2022/04/peytonparrish-fax-gothedistance-rmu-180x180.jpg,2022
2023-08-30,Go Woke Go Broke,Jokes On Wokes,47,11.0,2,,https://charts-static.billboard.com/img/2023/08/jokesonwokes-000-gowokegobroke-qfm-180x180.jpg,2023
2011-05-18,Go Your Own Way,Glee Cast,23,23.0,1,,,2011
2019-02-13,God And Country Music,George Strait,25,25.0,1,,https://charts-static.billboard.com/img/2019/02/george-strait-ncv-godandcountrymusic-z12-180x180.jpg,2019
2016-12-14,God Bless The Child,We McDonald,48,48.0,1,,,2016
2024-11-20,God Bless The U.S.A.,Lee Greenwood & Drew Jacobs,11,2.0,2,2.0,https://charts-static.billboard.com/img/2024/11/lee-greenwood-xb6-godblesstheusa-omz-180x180.jpg,2024
2025-07-16,God Bless The USA,Lee Greenwood,4,1.0,15,,,2025
2022-09-14,God Did,DJ Khaled Featuring Rick Ross| Lil Wayne| JAY-Z| John Legend & Fridayy,42,6.0,6,2.0,https://charts-static.billboard.com/img/2022/09/fridayy-mrk-180x180.jpg,2022
2012-01-11,God Gave Me You,Blake Shelton,44,42.0,18,25.0,,2012
2025-05-28,God Is A Weapon,Falling In Reverse Featuring Marilyn Manson,24,24.0,1,,https://charts-static.billboard.com/img/2025/05/falling-in-reverse-nod-godisaweapon-wnl-180x180.jpg,2025
2018-10-03,God Is A Woman,Ariana Grande,43,40.0,4,11.0,,2018
2014-12-17,God Made Girls,RaeLynn,36,36.0,1,,,2014
2024-04-24,God Mode,Tom MacDonald,3,3.0,1,,https://charts-static.billboard.com/img/2024/04/tommacdonald-dci-godmode-fn0-180x180.jpg,2024
2015-12-30,God Only Knows,Jordan Smith & Adam Levine,11,11.0,1,,,2015
2025-06-25,God Only Knows,The Beach Boys,5,7.0,5,2.0,https://charts-static.billboard.com/img/2025/06/the-beach-boys-000-godonlyknows-k0j-180x180.jpg,2025
2024-11-20,God Only Knows,for KING & COUNTRY,16,13.0,6,,,2024
2022-02-23,God Over Government,Hi-Rez & Jimmy Levy,33,33.0,1,,https://charts-static.billboard.com/img/2022/02/hi-rez-000-godovergovernment-hn3-180x180.jpg,2022
2021-09-29,God We Need You Now,Struggle Jennings & Caitlynne Curtis,26,12.0,6,7.0,https://charts-static.billboard.com/img/2021/06/struggle-jennings-0ta-godweneedyounow-knv-180x180.jpg,2021
2020-03-11,God Whispered Your Name,Keith Urban,26,26.0,1,,,2020
2023-04-12,God's Country,Blake Shelton,28,26.0,1,44.0,,2023
2021-12-22,God's Country,State Of Mine & Drew Jacobs,42,32.0,1,4.0,https://charts-static.billboard.com/img/2021/12/stateofmine-l4l-godscountry-6a4-180x180.jpg,2021
2019-10-30,God's Gonna Cut You Down,Marilyn Manson,37,37.0,1,,,2019
2025-08-13,God's Got My Back,Forrest Frank,16,16.0,16,2.0,https://charts-static.billboard.com/img/2025/08/forrestfrank-6cw-godsgotmyback-wgv-180x180.jpg,2025
2018-08-01,God's Plan,Drake,37,38.0,1,25.0,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg,2018
2017-07-19,God; Your Mama; And Me,Florida Georgia Line Featuring Backstreet Boys,48,36.0,24,13.0,,2017
2020-04-01,Godzilla,Eminem Featuring Juice WRLD,35,11.0,3,10.0,https://charts-static.billboard.com/img/2018/05/juice-wrld-as8-180x180.jpg,2020
2005-06-08,Goin' Crazy,Natalie,48,39.0,27,14.0,,2005
2019-05-01,Going Bad,Meek Mill Featuring Drake,50,6.0,18,,https://charts-static.billboard.com/img/2009/12/meek-mill-d0g-180x180.jpg,2019
2018-06-06,Going Going Gone,Maddie Poppe,36,13.0,13,2.0,,2018
2024-03-27,Going Home (Theme From Local Hero),Mark Knopfler's Guitar Heroes,22,22.0,1,,https://charts-static.billboard.com/img/2024/03/markknopflersguitarheroes-000-goinghomethemefromlocalhero-9fm-180x180.jpg,2024
2008-04-02,Going On,Gnarls Barkley,49,49.0,1,,,2008
2023-03-08,Going; Going; Gone,Luke Combs,47,48.0,22,10.0,https://charts-static.billboard.com/img/2022/07/luke-combs-vjy-goinggoinggone-y02-180x180.jpg,2023
2016-11-30,Gold,Kiiara,38,20.0,6,20.0,,2016
2021-06-23,Gold Digger,Kanye West Featuring Jamie Foxx,49,1.0,42,,,2021
2019-08-07,Gold Roses,Rick Ross Featuring Drake,22,22.0,1,,https://charts-static.billboard.com/img/2002/03/rick-ross-9cs-180x180.jpg,2019
2025-09-24,Golden,HUNTR/X: EJAE| Audrey Nuna & REI AMI,2,3.0,1,12.0,https://charts-static.billboard.com/img/2025/07/huntrxejaeaudreynunareiami-o2t-golden-lvs-180x180.jpg,2025
2025-07-09,Golden,HUNTR/X| EJAE| Audrey Nuna & Rei Ami,9,9.0,1,,,2025
2023-03-15,Golden Hour,JVKE,49,46.0,20,17.0,https://charts-static.billboard.com/img/2022/09/jvke-4lr-goldenhour-qcn-180x180.jpg,2023
2020-11-04,Gone,Dierks Bentley,45,45.0,1,,https://charts-static.billboard.com/img/2020/11/dierks-bentley-9vi-gone-uz3-180x180.jpg,2020
2021-03-24,Gone,ROSE,15,15.0,1,,https://charts-static.billboard.com/img/2021/03/rose-fy3-gone-lb6-180x180.jpg,2021
2017-12-20,Gone Away,Five Finger Death Punch,28,28.0,1,,,2017
2020-09-30,Gone Too Soon,Andrew Jannakos,14,2.0,2,2.0,https://charts-static.billboard.com/img/2020/09/andrewjannakos-puo-gonetoosoon-qzh-180x180.jpg,2020
2013-10-23,Gone; Gone; Gone,Phillip Phillips,47,55.0,21,32.0,,2013
2023-02-01,Gonna Be You,Dolly Parton| Belinda Carlisle| Cyndi Lauper| Gloria Estefan & Debbie Harry,42,42.0,1,,https://charts-static.billboard.com/img/2023/02/dolly-parton-ma4-gonnabeyou-d9e-180x180.jpg,2023
2010-11-03,Gonna Get This,Hannah Montana Featuring Iyaz,36,74.0,36,2.0,,2010
2014-10-01,Gonna Know We Were Here,Jason Aldean,12,12.0,1,,,2014
2010-10-20,Gonorrhea,Lil Wayne Featuring Drake,34,10.0,10,2.0,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg,2010
2023-01-11,Goo Goo Muck,The Cramps,31,27.0,25,6.0,https://charts-static.billboard.com/img/2022/12/the-cramps-l8u-googoomuck-fz9-180x180.jpg,2023
2020-06-24,Gooba,6ix9ine,41,3.0,3,,https://charts-static.billboard.com/img/2017/12/tekashi-6ix9ine-4dg-180x180.jpg,2020
2022-01-05,Good 4 U,Olivia Rodrigo,48,3.0,25,,https://charts-static.billboard.com/img/2021/05/oliviarodrigo-3wl-good4u-ysx-180x180.jpg,2022
2023-08-23,Good As Hell,Lizzo,47,1.0,46,,https://charts-static.billboard.com/img/2019/05/lizzo-m95-goodashell-13j-180x180.jpg,2023
2020-11-18,Good As You,Kane Brown,39,12.0,16,,,2020
2024-05-29,Good Book Bad,Will Moseley,14,14.0,1,,https://charts-static.billboard.com/img/2024/06/willmoseley-000-goodbookbad-erl-180x180.jpg,2024
2025-09-24,Good Day,Forrest Frank,24,8.0,4,,https://charts-static.billboard.com/img/2024/02/forrestfrank-6cw-goodday-580-180x180.jpg,2025
2024-03-13,Good Days,SZA,20,20.0,4,,https://charts-static.billboard.com/img/2021/01/sza-xyh-gooddays-yue-180x180.jpg,2024
2022-06-15,Good Feeling,Flo Rida,45,2.0,35,,https://charts-static.billboard.com/img/2011/09/flo-rida-mfl-goodfeeling-b90-180x180.jpg,2022
2020-11-04,Good For Somebody,Kaitlyn Bristowe,48,48.0,1,,https://charts-static.billboard.com/img/2020/11/kaitlynbristowe-000-goodforsomebody-di0-180x180.jpg,2020
2015-12-02,Good For You,Selena Gomez Featuring A$AP Rocky,50,1.0,21,,,2015
2018-12-12,Good Form,Nicki Minaj Featuring Lil Wayne,19,19.0,1,,,2018
2012-07-04,Good Girl,Carrie Underwood,44,37.0,9,18.0,,2012
2014-06-11,Good Girls,5 Seconds Of Summer,8,8.0,1,,,2014
2009-11-18,Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,42,54.0,4,23.0,,2009
2021-04-21,Good God Almighty,Crowder,37,33.0,2,,https://charts-static.billboard.com/img/2021/01/crowder-zki-goodgodalmighty-71e-180x180.jpg,2021
2023-10-18,Good Good,Usher| Summer Walker & 21 Savage,25,26.0,14,5.0,https://charts-static.billboard.com/img/2023/08/usher-ba7-goodgood-loc-180x180.jpg,2023
2005-10-19,Good Is Good,Sheryl Crow,36,37.0,36,3.0,,2005
2020-05-06,Good Job,Alicia Keys,20,20.0,1,,,2020
2017-05-24,Good Life,G-Eazy & Kehlani,50,39.0,21,4.0,,2017
2008-01-23,Good Life,Kanye West Featuring T-Pain,39,31.0,4,18.0,,2008
2022-07-13,Good Love,City Girls & Usher,34,34.0,1,,https://charts-static.billboard.com/img/2022/07/citygirls-omv-goodlove-am1-180x180.jpg,2022
2025-02-12,Good Luck; Babe!,Chappell Roan,17,6.0,20,,https://charts-static.billboard.com/img/2024/04/chappellroan-bhw-goodluckbabe-h9p-180x180.jpg,2025
2009-11-04,Good Morning,Chamillionaire,35,21.0,21,2.0,,2009
2022-03-09,Good Morning Gorgeous,Mary J. Blige,42,36.0,3,,https://charts-static.billboard.com/img/2021/12/mary-j-blige-607-goodmorninggorgeous-1al-180x180.jpg,2022
2020-01-22,Good News,Mac Miller,15,15.0,1,,,2020
2025-09-24,Good News,Shaboozey,22,19.0,7,20.0,https://charts-static.billboard.com/img/2024/11/shaboozey-2wm-goodnews-854-180x180.jpg,2025
2022-03-09,Good Ol' Man,Drew Green,24,24.0,1,,https://charts-static.billboard.com/img/2022/03/drewgreen-000-goodolman-n5p-180x180.jpg,2022
2018-03-21,Good Old Days,Macklemore Featuring Kesha,43,49.0,8,17.0,,2018
2019-10-09,Good Thing,Zedd & Kehlani,46,46.0,1,,,2019
2021-03-31,Good Time,Niko Moon,26,29.0,23,15.0,https://charts-static.billboard.com/img/2020/09/nikomoon-qst-goodtime-j83-180x180.jpg,2021
2013-01-09,Good Time,Owl City & Carly Rae Jepsen,49,5.0,24,,,2013
2020-07-29,Good Times Roll,Jimmie Allen & Nelly,28,6.0,6,2.0,https://charts-static.billboard.com/img/2018/02/jimmieallen-tmq-180x180.jpg,2020
2016-02-10,Good To Be Alive (Hallelujah),Andy Grammer,43,46.0,31,10.0,,2016
2010-06-16,Good Vibrations,Glee Cast,43,43.0,1,,,2010
2025-06-25,Good Vibrations,The Beach Boys,18,18.0,1,,https://charts-static.billboard.com/img/2025/06/the-beach-boys-000-goodvibrations-wdm-180x180.jpg,2025
2023-10-11,Good With Me,Walker Hayes,50,50.0,1,,https://charts-static.billboard.com/img/2023/10/walker-hayes-3sh-goodwithme-c9t-180x180.jpg,2023
2018-09-05,Goodbye,Jason Derulo X David Guetta Featuring Nicki Minaj & Willy William,21,21.0,1,,,2018
2009-08-12,Goodbye,Kristinia DeBarge,39,47.0,10,14.0,,2009
2015-04-22,Goodbye,Who Is Fancy,48,48.0,1,,,2015
2006-02-15,Goodbye For Now,P.O.D.,39,25.0,25,2.0,,2006
2012-11-14,Goodbye In Her Eyes,Zac Brown Band,47,47.0,1,,,2012
2024-11-13,Goodbye Joe,Tom MacDonald & Nova Rockafeller,1,1.0,1,,https://charts-static.billboard.com/img/2024/11/tommacdonald-dci-goodbyejoe-jpi-180x180.jpg,2024
2006-03-29,Goodbye My Lover,James Blunt,41,33.0,33,5.0,,2006
2018-08-15,Goodbye Summer,Danielle Bradbery With Thomas Rhett,34,34.0,1,,,2018
2019-11-13,Goodbyes,Post Malone Featuring Young Thug,43,43.0,2,17.0,,2019
2005-02-16,Goodies,Ciara Featuring Petey Pablo,49,42.0,10,17.0,https://charts-static.billboard.com/img/2004/10/ciara-a1k-goodies-y1k-180x180.jpg,2005
2024-05-29,Goodness Of God,CeCe Winans,12,12.0,3,,,2024
2020-05-06,Goosebumps,Travis Scott,39,28.0,3,,,2020
2017-11-22,Gorgeous,Taylor Swift,42,39.0,1,3.0,,2017
2013-12-04,Gorilla,Bruno Mars,47,37.0,22,13.0,,2013
2022-02-16,Gospel,Dr. Dre & Eminem,25,25.0,1,,,2022
2009-01-07,Got Money,Lil Wayne Featuring T-Pain,48,6.0,28,,,2009
2020-11-18,Got What I Got,Jason Aldean,45,34.0,10,25.0,,2020
2010-08-25,Got Your Back,T.I. Featuring Keri Hilson,43,44.0,23,9.0,,2010
2009-03-25,Gotta Be Somebody,Nickelback,50,40.0,6,24.0,,2009
2008-07-16,Gotta Find You,Joe Jonas,44,16.0,13,3.0,,2008
2007-09-19,Gotta Go My Own Way,Zac Efron & Vanessa Anne Hudgens,49,31.0,11,4.0,,2007
2022-06-29,Gotta Move On,Diddy & Bryson Tiller,46,46.0,1,,https://charts-static.billboard.com/img/2022/07/diddy-v7r-gottamoveon-tt7-180x180.jpg,2022
2007-04-25,Grace Kelly,MIKA,50,43.0,40,9.0,,2007
2022-08-03,Grand,Kane Brown,21,21.0,1,,https://charts-static.billboard.com/img/2022/08/kane-brown-ag5-grand-vv8-180x180.jpg,2022
2020-04-15,Grandma's Hands,Bill Withers,50,50.0,1,,,2020
2013-06-12,Grandpa (Tell Me 'Bout The Good Old Days),Danielle Bradbery,36,36.0,1,,,2013
2022-05-11,Grandpa (Tell Me 'Bout The Good Old Days),The Judds,10,10.0,1,,,2022
2025-04-16,Gratitude,Brandon Lake,19,19.0,13,,https://charts-static.billboard.com/img/2021/12/brandonlake-j1t-gratitude-2yo-180x180.jpg,2025
2017-09-06,Grave,Thomas Rhett,28,28.0,1,,,2017
2021-02-03,Graves Into Gardens,Elevation Worship Featuring Brandon Lake,50,26.0,2,,https://charts-static.billboard.com/img/2019/07/brandonlake-j1t-87x87.jpg,2021
2020-02-05,Graveyard,Halsey,50,9.0,19,,,2020
2015-12-02,Great Is Thy Faithfulness,Jordan Smith,3,3.0,1,,,2015
2018-09-12,Greatest,Eminem,37,37.0,1,,,2018
2012-02-29,Greatest Love Of All,Whitney Houston,20,32.0,20,2.0,,2012
2018-01-31,Greatest Love Story,LANCO,37,48.0,21,22.0,,2018
2020-07-29,Greece,DJ Khaled Featuring Drake,7,7.0,1,,https://charts-static.billboard.com/img/2006/02/dj-khaled-2l5-180x180.jpg,2020
2023-12-06,Greedy,Tate McRae,21,17.0,17,8.0,https://charts-static.billboard.com/img/2023/09/tatemcrae-rxu-greedy-way-180x180.jpg,2023
2021-01-27,Green And Yellow (2021),Lil Wayne,35,35.0,1,,https://charts-static.billboard.com/img/2021/01/lil-wayne-5az-greenandyellow2021-f9o-180x180.jpg,2021
2009-03-04,Green Light,John Legend Featuring Andre 3000,45,52.0,28,24.0,,2009
2017-05-03,Green Light,Lorde,35,25.0,6,5.0,,2017
2019-07-03,Greenlight,Jonas Brothers,11,5.0,5,2.0,,2019
2016-12-21,Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis,47,49.0,31,8.0,,2016
2011-05-18,Grenade,Bruno Mars,44,37.0,1,32.0,,2011
2006-05-24,Grillz,Nelly,45,42.0,2,25.0,,2006
2005-08-24,Grind With Me,Pretty Ricky,49,41.0,18,14.0,,2005
2024-06-05,Groin,RM,18,18.0,1,,,2024
2022-06-01,Grow As We Go,Ben Platt & Sara Bareilles,21,21.0,1,,https://charts-static.billboard.com/img/2022/06/ben-platt-000-growaswego-l1r-180x180.jpg,2022
2021-05-26,Grow Up,Ian Flanigan Featuring Blake Shelton,18,18.0,1,,https://charts-static.billboard.com/img/2021/05/ianflanigan-000-growup-5xs-180x180.jpg,2021
2023-02-15,Growin' Up And Gettin' Old,Luke Combs,35,6.0,6,2.0,https://charts-static.billboard.com/img/2023/02/luke-combs-vjy-growinupandgettinold-x9m-180x180.jpg,2023
2022-02-16,Growing Old With You,Restless Road,40,6.0,6,3.0,https://charts-static.billboard.com/img/2022/02/restlessroad-000-growingoldwithyou-gw7-180x180.jpg,2022
2021-03-17,Growing Up,Thomas Rhett,43,43.0,1,,,2021
